text,headlines
What is the rev of the 2003-2004 Mustang Cobra?,SELECT Rev FROM table WHERE Application = 2003-2004 Mustang Cobra
What is the rev for all of the  Aston Martin applications?,SELECT Rev FROM table WHERE Application = Aston Martin
What is the 3rd ratio for tag number 1386-000-017 and input splines of 26?,SELECT 3rd FROM table WHERE Input Splines = 26 AND Tag ID = 1386-000-017
What is the 2nd ratio of 1996-2002 Dodge Viper?,SELECT 2nd FROM table WHERE Application = 1996-2002 Dodge Viper
What application has a 6th ratio of 0.50:1 and 350 as a torque rating?,SELECT Application FROM table WHERE 6th = 0.50:1 AND Torque Rating = 350
Whose address of operation was the Echirax Concession? ,SELECT Client FROM table WHERE Area of Operation = EchiraX Concession
When was the operation in Field 103 executed? ,SELECT Years of Operation FROM table WHERE Area of Operation = Field 103
In what country is the El Hamada area of operation? ,SELECT Country FROM table WHERE Area of Operation = El Hamada
Name the champion for 3rd place being 4 and 2nd place being larger than 4.0,SELECT Champion FROM table WHERE 3rd pl. = 4 AND 2nd pl. > 4.0
What is the total number for 3rd place for ducati xerox?,SELECT COUNT 3rd pl. FROM table WHERE Team = Ducati Xerox
Who is J.E. Armstrong when W.H. Archer is D.M. Lawson?,SELECT J.E. Armstrong FROM table WHERE W.H. Archer = D.M. Lawson
What are the fa.brill when w.h. archer is known as r. newman?,SELECT F.A. Brill FROM table WHERE W.H. Archer = R. Newman
Who is h.l birkett if w.h. archer is r. cochrane?,SELECT H.L. Birkett FROM table WHERE W.H. Archer = R. Cochrane
Who is h.t. brewer when j.e. armstrong is a.j. wilson?,SELECT H.T. Brewer FROM table WHERE J.E. Armstrong = A.J. Wilson
Who is h.t. brewer when je armstrong is c.p. greeks?,SELECT H.T. Brewer FROM table WHERE J.E. Armstrong = C.P. Greeks
"When did the part 1 of the episode ""Anxiety"" air?","SELECT Part 1 FROM table WHERE Title = ""Anxiety"""
"What was the air date of part 2 of the episode whose part 1 was aired on January 31, 2008?","SELECT Part 2 FROM table WHERE Part 1 = January 31, 2008"
"What's the name of the episode whose part 3 aired on February 7, 2008?","SELECT Title FROM table WHERE Part 3 = February 7, 2008"
"What's the episode number of ""Anxiety""?","SELECT Episode # FROM table WHERE Title = ""Anxiety"""
"What's the air date of part 1 of the episode whose part 2 aired on December 2, 2007?","SELECT Part 1 FROM table WHERE Part 2 = December 2, 2007"
How many part 6 parts are there in the episode number 5?,SELECT COUNT Part 6 FROM table WHERE Episode # = 5
Name the record with opponent atlanta falcons,SELECT Record FROM table WHERE Opponent = Atlanta Falcons
Name the number of opponent with arrowhead stadium,SELECT COUNT Opponent FROM table WHERE Game site = Arrowhead Stadium
Name the date with the record of 1-0,SELECT Date FROM table WHERE Record = 1-0
"Name the record for september 15, 1985","SELECT Record FROM table WHERE Date = September 15, 1985"
"How many of the episodes were titled ""Guerillas in the Mist""?","SELECT COUNT No. in series FROM table WHERE Title = ""Guerillas in the Mist"""
What's the series number of the episode that's written by Elizabeth Devine?,SELECT MIN No. in series FROM table WHERE Written by = Elizabeth Devine
When was the episode directed by Carey Meyer aired for the first time?,SELECT Original air date FROM table WHERE Directed by = Carey Meyer
"Who is the writer of the episode called ""Ambush"" (part 1)?","SELECT Written by FROM table WHERE Title = ""Ambush"" (Part 1)"
"who is the the office with incumbent being ramon r. jimenez, jr.","SELECT Office FROM table WHERE Incumbent = Ramon R. Jimenez, Jr."
 how many office with department being department of justice kagawaran ng katarungan,SELECT COUNT Office FROM table WHERE Department = Department of Justice Kagawaran ng Katarungan
what's the department with acronym being deped (ked),SELECT Department FROM table WHERE Acronym = DepEd (KEd)
what's the department with incumbent being enrique ona,SELECT Department FROM table WHERE Incumbent = Enrique Ona
what's the acronym with department being department of finance kagawaran ng pananalapi,SELECT Acronym FROM table WHERE Department = Department of Finance Kagawaran ng Pananalapi
"When did the episode ""Hell bent for leather"" originally air?","SELECT Original air date FROM table WHERE Title = ""Hell Bent for Leather"""
"What's the season number of the episode titled ""Quitters""?","SELECT MIN No. in season FROM table WHERE Title = ""Quitters"""
What's the season number of the episode watched by 0.57 million US viewers?,SELECT MAX No. in season FROM table WHERE U.S. viewers (million) = 0.57
How many episodes were seen by 0.67 million US viewers on their original air dates?,SELECT COUNT Original air date FROM table WHERE U.S. viewers (million) = 0.67
What episode was directed by David Duchovny?,SELECT Title FROM table WHERE Directed by = David Duchovny
How much is the purse ( $ ) when the margin of victory is 1 stroke?,SELECT Purse ( $ ) FROM table WHERE Margin of victory = 1 stroke
"What is the number of ""to par"" in Mexico with a winning score of 67-67-69-70=273?",SELECT To par FROM table WHERE Country = Mexico AND Winning score = 67-67-69-70=273
what's the 3rd day with 4th day being rowed-over,SELECT 3rd day FROM table WHERE 4th Day = rowed-over
what's the 3rd day with finbeingh position being 16th,SELECT 3rd day FROM table WHERE Finish position = 16th
 how many 1st day with 3rd day being bumped st. catharine's,SELECT COUNT 1st day FROM table WHERE 3rd day = bumped St. Catharine's
 how many 3rd day with 2nd day being bumped by magdalene,SELECT COUNT 3rd day FROM table WHERE 2nd day = bumped by Magdalene
what's the 4th day with 3rd day being bumped by downing,SELECT 4th Day FROM table WHERE 3rd day = bumped by Downing
what is the maximum year with 3rd day being rowed-over,SELECT MAX Year FROM table WHERE 3rd day = rowed-over
what are all the result for New York 6 district,SELECT Result FROM table WHERE District = New York 6
Who were the candidates when gregory w. meeks was the incumbent,SELECT Candidates FROM table WHERE Incumbent = Gregory W. Meeks
what are all the result for New York 16 district,SELECT Result FROM table WHERE District = New York 16
what are all the result for New York 7 district,SELECT Result FROM table WHERE District = New York 7
What party was Kevin Brady?,SELECT Party FROM table WHERE Incumbent = Kevin Brady
What district has Ron Paul?,SELECT District FROM table WHERE Incumbent = Ron Paul
What party does jim ramstad represent?,SELECT Party FROM table WHERE Incumbent = Jim Ramstad
What year was incumbent jim ramstad first elected?,SELECT MIN First elected FROM table WHERE Incumbent = Jim Ramstad
What was the result when incumbent gil gutknecht ran?,SELECT Results FROM table WHERE Incumbent = Gil Gutknecht
When was the incumbent Sherrod Brown first elected? ,SELECT MAX First elected FROM table WHERE Incumbent = Sherrod Brown
What was the result of the election in which the incumbent was first elected in 1984?,SELECT Results FROM table WHERE First elected = 1984
Which incumbent was first elected in 1972? ,SELECT Incumbent FROM table WHERE First elected = 1972
Tony P. Hall was the incumbent in the race between what two candidates? ,SELECT Candidates FROM table WHERE Incumbent = Tony P. Hall
In which district is the incumbent Marcia C. Kaptur? ,SELECT District FROM table WHERE Incumbent = Marcia C. Kaptur
What is the earliest year where the result of the election was a retired republican hold?,SELECT MIN First elected FROM table WHERE Result = Retired Republican hold
What party is thomas foglietta from?,SELECT Party FROM table WHERE Incumbent = Thomas Foglietta
who is the the opponent with district being ohio12,SELECT Opponent FROM table WHERE District = Ohio12
what's the party with opponent being mike oxley (r) unopposed,SELECT Party FROM table WHERE Opponent = Mike Oxley (R) unopposed
what's the party with opponent being marcy kaptur (d) 75.3% randy whitman (r) 24.7%,SELECT Party FROM table WHERE Opponent = Marcy Kaptur (D) 75.3% Randy Whitman (R) 24.7%
what's the party with opponent being deborah pryce (r) 70.7% bill buckel (d) 29.1%,SELECT Party FROM table WHERE Opponent = Deborah Pryce (R) 70.7% Bill Buckel (D) 29.1%
 how many status with first elected being 1968,SELECT COUNT Status FROM table WHERE First elected = 1968
what's the first elected with opponent being ralph regula (r) 75.0% j. michael finn (d) 25.0%,SELECT First elected FROM table WHERE Opponent = Ralph Regula (R) 75.0% J. Michael Finn (D) 25.0%
What district first elected in 1978?,SELECT District FROM table WHERE First elected = 1978
What district was incumbent Jerry Kleczka in?,SELECT District FROM table WHERE Incumbent = Jerry Kleczka
How many districts had results related to incumbent Toby Roth?,SELECT COUNT Result FROM table WHERE Incumbent = Toby Roth
Who were the candidates in district Wisconsin 1?,SELECT Candidates FROM table WHERE District = Wisconsin 1
Name the district of lawrence j. smith,SELECT District FROM table WHERE Incumbent = Lawrence J. Smith
Name the incumbent for 1954,SELECT Incumbent FROM table WHERE First elected = 1954
What party was Lane Evans?,SELECT Party FROM table WHERE Incumbent = Lane Evans
What district had elections in 1964?,SELECT District FROM table WHERE Elected = 1964
Who was Henry Hyde's opponent in the race?,SELECT Opponent FROM table WHERE Incumbent = Henry Hyde
What Republican incumbent was elected in 1974?,SELECT Incumbent FROM table WHERE Elected = 1974 AND Party = Republican
what's party with result being retired to run for u. s. senate republican hold,SELECT Party FROM table WHERE Result = Retired to run for U. S. Senate Republican hold
what's result with incumbent being connie mack,SELECT Result FROM table WHERE Incumbent = Connie Mack
what's district with candidates being lawrence j. smith (d) 69.4% joseph smith (r) 30.6%,SELECT District FROM table WHERE Candidates = Lawrence J. Smith (D) 69.4% Joseph Smith (R) 30.6%
what's incumbent with district being florida 5,SELECT Incumbent FROM table WHERE District = Florida 5
what's result of first elected being 1980,SELECT Result FROM table WHERE First elected = 1980
How many parties is Tom Foley a member of?,SELECT COUNT Party FROM table WHERE Incumbent = Tom Foley
What was the result of the election in the district whose incumbent is Tom Foley?,SELECT Status FROM table WHERE Incumbent = Tom Foley
